x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x17,x18,x19
y,1000,21,z,n,n,F,S,n,p,y,b,0,m,3,K,a,e
y,5000,32,z,n,n,M,M,n,p,n,c,4,m,14,V,p,n
y,5000,35,z,n,n,F,M,n,p,n,c,22,m,10,H,a,n
y,5000,36,z,n,n,M,M,n,p,n,c,40,m,10,V,a,s
y,4000,22,z,n,n,M,M,n,p,y,c,4,m,7,W,a,n
y,4000,37,z,n,n,F,M,n,p,n,c,6,s,6,V,a,n
y,4000,37,z,n,n,M,M,n,p,n,c,2,m,0,J,p,n
y,5000,20,z,n,n,F,M,n,p,y,p,0,m,13,T,a,n
y,2000,21,z,n,n,M,M,n,p,n,p,0,m,8,M,a,n
y,5000,39,z,n,n,M,M,n,p,n,p,0,m,7,K,a,n
y,5000,22,z,n,n,F,M,n,p,n,p,0,m,6,V,v,n
y,5000,22,z,n,n,M,S,n,p,y,p,0,m,6,V,a,n
y,4000,34,z,n,n,M,M,n,p,n,p,0,m,3,P,p,n
y,5000,20,z,n,n,F,S,n,p,y,p,0,m,2,V,a,n
y,2000,30,z,n,n,F,M,n,p,n,p,0,m,0,H,a,n
y,5000,18,z,n,n,F,M,n,p,n,p,0,m,10,X,a,n
y,1000,17,z,n,n,F,M,n,p,n,p,0,m,10,V,a,n
y,5000,49,z,n,n,F,M,n,p,n,b,0,s,10,P,a,n
y,5000,57,z,n,n,M,W,n,p,n,c,40,s,34,V,a,n
y,3000,41,z,n,n,F,S,n,p,n,c,6,s,16,V,a,n
y,2000,49,z,n,n,F,S,n,p,n,c,60,s,8,V,a,s
y,1000,45,z,n,n,F,S,n,p,n,c,6,s,26,V,a,n
y,3000,53,z,n,n,F,M,n,p,n,c,4,m,7,P,v,n
y,5000,46,z,n,n,F,M,n,p,n,p,0,m,10,J,a,n
y,4000,42,z,n,n,M,M,n,p,n,p,0,m,23,W,a,e
y,1000,51,z,n,n,F,M,n,p,n,p,0,m,14,J,a,n
y,5000,23,z,n,n,F,M,n,p,n,c,40,s,2,V,a,e
y,5000,24,z,n,n,M,S,n,p,n,c,32,m,22,V,a,n
y,5000,27,z,n,n,M,S,n,p,n,c,50,s,40,J,p,n
y,5000,27,z,n,n,M,M,n,p,n,c,6,m,10,V,a,n
y,5000,22,z,n,n,F,M,n,p,n,c,10,m,12,V,a,n
y,5000,29,z,n,n,M,M,n,p,n,p,0,m,2,V,a,n
y,2000,37,z,n,n,F,D,n,p,n,p,0,s,12,V,a,n
y,4000,31,z,n,n,F,M,n,p,y,p,0,m,6,V,v,n
y,4000,19,z,n,n,M,M,n,p,y,c,54,m,23,P,a,e
y,3000,14,z,n,n,F,M,n,p,n,c,8,m,8,V,a,n
y,3000,17,z,n,n,F,M,n,p,n,c,14,s,15,V,a,n
y,4000,44,z,n,n,M,S,n,p,n,p,0,m,9,W,a,n
y,4000,61,z,n,n,M,S,n,p,n,p,0,s,13,V,a,n
y,5000,48,z,n,n,F,S,n,p,n,p,0,m,12,V,v,n
y,4000,44,z,n,n,M,S,n,p,n,p,0,m,20,V,a,n
y,5000,49,z,n,n,M,M,n,p,n,p,0,m,26,V,a,n
y,5000,68,z,n,n,F,M,n,p,n,p,0,m,30,V,a,n
y,5000,47,z,n,n,F,M,n,p,n,p,0,m,17,V,a,n
y,5000,53,z,n,n,M,M,n,p,n,p,0,m,30,W,a,n
y,1000,42,z,n,n,F,S,n,p,n,p,0,m,9,V,a,n
y,5000,69,z,n,n,M,M,n,p,n,p,0,s,58,J,a,n
y,1000,57,z,n,n,M,S,n,p,n,p,0,s,57,S,a,s
y,2000,56,z,n,n,M,S,n,p,n,p,0,s,52,V,a,n
y,5000,53,z,n,n,M,S,y,p,n,c,14,m,91,K,p,n
y,1000,64,z,n,n,F,S,n,p,n,p,0,s,54,V,a,n
y,4000,57,z,n,y,F,M,n,o,n,p,0,m,65,V,a,e
y,3000,48,z,n,n,M,M,n,p,n,p,0,m,39,J,a,n
y,5000,59,z,n,n,M,S,n,p,n,p,0,m,34,V,v,n
y,1000,41,z,n,n,M,S,n,p,n,p,0,m,29,V,a,n
y,5000,49,z,n,n,M,S,n,p,y,p,0,s,27,P,a,n
y,2000,52,z,n,n,F,S,n,p,n,p,0,m,30,V,a,e
y,2000,55,z,n,n,M,M,n,p,n,p,0,m,26,V,a,i
y,5000,53,z,n,n,F,M,n,p,n,p,0,m,25,V,a,n
y,5000,42,z,n,n,M,M,n,p,n,p,0,m,22,V,a,e
y,5000,53,z,n,n,F,M,y,p,n,p,0,s,22,S,a,n
y,3000,48,z,n,n,F,S,n,p,n,p,0,s,9,S,a,n
y,4000,55,z,n,n,M,M,n,p,n,p,0,m,1,V,a,i
y,3000,53,z,n,n,F,M,n,p,n,p,0,s,11,J,a,n
y,5000,62,z,n,n,F,M,n,p,y,p,0,s,3,V,a,n
y,3000,51,z,n,n,F,W,n,p,y,p,0,m,28,V,a,n
y,5000,43,z,n,n,M,M,n,p,n,b,0,m,27,P,p,n
y,2000,62,z,n,n,F,M,n,p,n,p,0,m,52,G,a,n
y,5000,53,z,n,n,M,M,n,p,n,p,0,m,18,G,a,n
y,4000,42,z,n,n,F,M,n,p,y,p,0,m,15,V,v,n
y,3000,63,z,n,n,F,M,n,p,n,p,0,s,66,V,a,n
y,3000,52,z,n,n,F,M,y,p,n,p,0,m,8,S,a,n
y,3000,48,z,n,n,M,M,n,p,n,p,0,m,7,V,p,n
y,5000,46,z,n,n,M,M,n,p,n,p,0,m,11,V,a,n
y,4000,43,z,n,n,F,M,n,p,n,p,0,m,85,S,a,n
y,5000,61,z,n,n,F,M,y,p,y,p,0,s,32,P,p,n
y,2000,43,z,n,n,F,M,n,p,n,p,0,m,60,M,p,n
y,2000,43,z,n,n,M,S,y,p,y,p,0,m,22,V,a,n
y,2000,71,z,n,n,M,S,n,p,n,p,0,s,10,V,a,n
y,5000,66,z,n,n,F,M,n,p,n,p,0,m,48,J,a,n
y,1000,45,z,n,n,F,M,n,p,n,p,0,m,39,G,a,n
y,5000,46,z,n,n,M,S,n,p,n,p,0,m,20,V,a,n
y,4000,60,z,n,n,F,W,n,p,n,p,0,m,32,V,a,n
y,3000,42,z,n,n,F,M,n,p,y,p,0,m,10,V,a,n
y,3000,42,z,n,n,F,M,n,p,n,p,0,m,23,J,a,n
y,1000,48,z,n,n,M,M,n,p,y,p,0,m,8,V,a,n
y,5000,49,z,n,n,M,M,n,p,n,p,0,m,8,M,a,n
y,5000,47,z,n,n,F,M,n,p,n,p,0,m,52,G,a,n
y,3000,64,z,n,n,M,S,n,p,n,p,0,s,63,J,a,n
y,5000,60,z,n,n,M,M,n,p,n,p,0,m,60,S,p,n
y,5000,40,z,n,n,F,M,n,p,n,p,0,m,17,W,a,n
y,2000,63,z,n,n,M,S,y,p,n,p,0,m,7,V,a,n
y,4000,53,z,n,n,F,S,n,p,n,p,0,s,6,S,a,n
y,5000,47,z,n,n,M,M,n,p,n,p,0,m,5,J,a,n
y,5000,49,z,n,n,F,D,n,p,n,p,0,m,2,V,a,e
y,3000,51,z,n,n,F,M,n,p,n,c,6,s,6,V,a,s
y,4000,53,z,n,n,F,M,n,p,n,p,0,m,38,D,p,n
y,3000,54,z,n,n,F,S,n,p,n,p,0,m,4,V,p,n
y,5000,51,z,n,n,F,M,n,p,n,p,0,m,44,V,a,n
y,5000,64,z,n,n,M,S,n,p,y,p,0,m,49,J,a,n
y,2000,72,z,n,n,F,S,n,p,n,p,0,m,59,V,a,n
y,5000,63,z,n,n,F,M,n,p,n,c,14,s,45,S,p,n
y,3000,59,z,n,n,F,M,n,p,n,p,0,m,33,J,a,e
y,5000,52,z,n,n,M,M,n,p,y,p,0,m,53,P,a,n
y,5000,66,z,n,n,M,S,n,p,n,p,0,m,18,G,a,n
y,1000,65,z,n,n,M,M,n,p,n,p,0,m,15,V,a,n
y,5000,48,z,n,n,F,M,n,p,y,p,0,m,14,J,a,n
y,2000,48,z,n,n,M,M,n,p,n,p,0,m,14,G,a,n
y,5000,40,z,n,n,M,M,n,p,n,p,0,m,14,V,a,h
y,4000,53,z,n,n,F,M,n,p,n,p,0,s,9,J,a,e
y,3000,56,z,n,n,F,M,n,p,n,p,0,s,37,J,a,e
y,5000,58,z,n,n,M,M,n,p,n,p,0,m,25,V,p,n
y,5000,44,z,n,n,M,M,n,p,n,b,0,m,16,V,a,i
y,3000,50,z,n,n,M,M,n,p,n,p,0,m,41,V,a,n
y,1000,54,z,n,n,M,M,n,p,n,p,0,m,11,V,a,n
y,5000,52,z,n,n,F,S,n,p,n,p,0,m,9,S,p,n
y,5000,43,z,n,n,M,S,n,p,y,p,0,m,6,S,v,n
y,3000,60,z,n,n,M,D,n,p,n,p,0,m,2,V,a,n
y,5000,55,z,n,n,F,M,n,p,y,p,0,s,10,J,a,n
y,4000,43,z,n,n,M,S,n,p,n,p,0,s,1,V,a,n
y,3000,63,z,n,n,M,S,n,p,n,p,0,m,44,D,a,n
y,5000,65,z,n,n,M,M,n,p,n,p,0,s,1,S,p,n
y,3000,51,z,n,n,F,M,n,p,n,p,0,m,68,V,a,n
y,5000,60,z,n,n,F,M,n,p,n,p,0,s,36,V,p,n
y,1000,73,z,n,n,M,M,n,p,n,p,0,s,55,J,a,n
y,5000,50,z,n,n,F,M,n,p,y,p,0,m,36,J,v,n
y,1000,45,z,n,n,M,M,n,p,n,p,0,m,14,S,a,e
y,5000,61,z,n,n,F,M,n,p,n,p,0,s,9,V,a,n
y,5000,56,z,n,n,M,S,n,p,n,p,0,m,52,P,a,n
y,1000,55,z,n,n,M,S,n,p,n,p,0,m,34,V,p,n
y,5000,65,z,n,n,F,S,n,p,n,p,0,m,62,V,a,n
y,4000,54,z,n,n,M,M,n,p,n,p,0,m,22,V,a,e
y,3000,43,z,n,n,M,M,n,p,n,p,0,m,19,G,a,e
y,2000,52,z,n,n,F,M,n,p,n,c,10,m,7,W,a,e
y,1000,43,z,n,n,F,M,y,p,n,p,0,m,2,S,a,n
y,5000,73,z,n,n,F,W,n,p,n,p,0,s,60,V,a,n
y,2000,30,z,n,n,M,M,n,p,n,c,14,s,8,V,a,n
y,5000,25,z,n,n,M,D,n,p,n,p,0,m,14,K,a,n
y,1000,33,z,n,n,F,M,n,p,n,p,0,m,6,P,a,n
y,5000,29,z,n,n,M,M,n,p,n,p,0,m,6,V,a,e
y,4000,22,z,n,n,F,M,n,p,n,p,0,m,5,S,a,n
y,1000,33,z,n,n,M,S,n,p,n,p,0,m,4,J,a,n
y,5000,38,z,n,n,F,M,n,p,n,p,0,m,4,S,a,n
y,3000,31,z,n,n,F,M,n,p,n,p,0,m,3,V,a,n
y,1000,36,z,n,n,F,S,n,p,n,b,0,s,7,V,a,n
y,5000,32,z,n,n,F,S,n,p,n,p,0,m,2,V,p,n
y,5000,30,z,n,n,F,M,n,p,n,p,0,m,2,V,a,n
y,5000,22,z,n,n,F,M,n,p,n,p,0,m,22,K,a,n
y,2000,28,z,n,n,F,M,n,p,y,c,10,m,2,V,a,e
y,3000,31,z,n,n,F,D,n,p,n,p,0,m,2,V,a,h
y,5000,23,z,n,n,M,S,n,p,n,p,0,m,19,S,a,n
y,2000,20,z,n,n,M,S,n,p,n,c,10,m,22,V,a,n
y,3000,36,z,n,n,F,M,n,p,n,c,12,s,17,V,a,n
y,2000,25,z,n,n,M,S,n,p,n,p,0,m,11,V,a,n
y,5000,21,z,n,n,F,M,n,p,n,p,0,m,9,V,a,n
y,4000,22,z,n,n,M,M,n,p,n,p,0,s,18,V,a,n
y,5000,39,z,n,n,M,M,n,p,n,p,0,m,41,S,a,n
y,5000,31,z,n,n,F,M,n,p,n,p,0,m,1,J,a,n
y,1000,36,z,n,n,M,M,n,p,n,p,0,s,9,V,a,n
y,2000,23,z,n,n,F,M,n,p,n,p,0,m,10,G,a,n
y,1000,37,z,n,n,M,M,n,p,n,b,0,m,28,V,p,n
y,5000,35,z,n,n,M,M,n,p,n,c,8,m,32,J,a,n
y,5000,38,z,n,n,F,M,n,p,n,p,0,m,21,G,a,h
y,5000,21,z,n,n,F,M,n,p,y,c,16,m,15,S,a,s
y,5000,34,z,n,n,F,M,n,p,n,p,0,m,5,S,a,e
y,2000,23,z,n,n,M,M,n,p,n,p,0,m,30,V,a,n
y,2000,30,z,n,n,F,M,n,p,y,c,6,m,38,V,a,n
y,1000,20,z,n,n,F,M,n,p,n,c,14,s,35,G,a,n
y,5000,32,z,n,n,M,M,n,p,n,p,0,m,18,X,a,n
y,4000,33,z,n,n,M,M,n,p,n,p,0,m,32,V,p,n
y,4000,23,z,n,n,M,M,n,p,y,p,0,m,34,J,a,n
y,5000,24,z,n,n,F,S,n,p,n,p,0,m,8,V,a,h
y,5000,38,z,n,n,F,M,n,p,n,p,0,m,15,G,a,n
y,5000,22,z,n,n,M,M,n,p,n,p,0,m,7,V,a,n
y,5000,32,z,n,n,M,S,n,p,n,p,0,m,3,J,v,n
y,3000,32,z,n,n,M,S,n,p,y,p,0,s,10,V,p,n
y,5000,26,z,n,n,M,S,n,p,y,p,0,s,1,S,a,e
y,3000,28,z,n,n,M,M,n,p,n,p,0,m,1,J,a,n
y,2000,33,z,n,n,M,M,n,p,n,c,6,m,38,V,a,n
y,4000,34,z,n,n,F,M,n,p,n,c,10,m,21,U,a,n
y,1000,39,z,n,n,M,S,y,p,y,p,0,m,23,J,a,n
y,5000,29,z,n,n,M,M,n,p,n,p,0,m,11,V,a,h
y,5000,24,z,n,n,F,M,n,p,y,p,0,m,8,V,a,n
y,5000,22,z,n,n,M,M,n,p,n,p,0,m,8,V,a,n
y,5000,26,z,n,n,M,S,n,p,n,p,0,s,6,V,a,n
y,1000,32,z,n,n,F,M,n,p,n,c,10,s,8,V,a,n
y,2000,35,z,n,n,F,M,n,p,y,p,0,m,9,V,a,n
y,1000,27,z,n,n,F,M,n,p,y,p,0,m,52,V,a,n
y,5000,24,z,n,n,M,S,n,p,n,p,0,m,2,J,v,n
y,5000,22,z,n,n,F,M,n,p,y,p,0,m,1,V,a,n
y,5000,30,z,n,n,M,M,n,p,n,p,0,m,11,S,a,e
y,5000,25,z,n,n,F,S,n,p,n,p,0,s,34,V,a,n
y,5000,23,z,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,1000,21,z,n,n,F,M,n,p,n,c,14,m,11,V,p,n
y,4000,32,z,n,n,F,W,n,p,n,c,16,m,37,V,a,n
y,3000,22,z,n,n,F,D,n,p,n,p,0,m,1,J,a,n
y,3000,25,z,n,n,F,S,n,p,n,p,0,s,26,J,p,n
y,4000,38,z,n,n,M,M,n,p,y,p,0,m,19,V,p,n
y,5000,23,z,n,n,F,M,n,p,y,p,0,s,56,J,a,s
y,3000,27,z,n,n,M,M,n,p,n,p,0,s,12,V,a,n
y,5000,24,z,n,n,F,M,n,p,n,p,0,m,10,S,a,n
y,4000,20,z,n,n,F,M,n,p,n,p,0,m,4,V,a,n
y,1000,31,z,n,n,F,M,n,p,n,c,10,m,1,V,a,e
y,5000,24,z,n,n,F,M,n,p,n,c,8,m,39,J,p,n
y,1000,31,z,n,n,F,M,n,p,n,p,0,s,29,V,a,n
y,5000,39,z,n,n,M,M,n,p,n,p,0,m,17,V,a,n
y,5000,25,z,n,n,M,M,n,p,n,p,0,m,8,J,a,e
y,5000,29,z,n,n,F,M,n,p,n,p,0,m,9,V,a,e
y,5000,35,z,n,n,F,S,n,p,n,c,6,m,7,J,a,e
y,2000,36,z,n,n,F,M,n,p,n,p,0,m,1,J,a,n
y,4000,28,z,n,n,M,W,n,p,n,p,0,m,10,P,a,n
y,5000,27,z,n,n,F,S,n,p,y,p,0,m,10,W,a,n
y,4000,39,z,n,n,M,M,n,p,n,c,8,m,8,P,a,n
y,1000,26,z,n,n,F,D,n,p,n,p,0,m,6,J,a,n
y,5000,27,z,n,n,M,S,n,p,n,p,0,m,4,V,a,n
y,3000,18,z,n,n,M,M,n,p,n,p,0,m,10,V,a,s
y,5000,18,z,n,n,F,M,n,p,n,p,0,s,2,W,a,n
y,1000,16,z,n,n,F,M,n,p,n,p,0,m,16,V,a,e
y,5000,16,z,n,y,M,M,n,p,n,p,0,m,18,S,a,n
y,5000,17,z,n,n,M,S,n,p,y,p,0,m,23,J,a,n
y,4000,15,z,n,n,F,S,n,p,n,p,0,m,24,D,a,n
y,5000,17,z,n,n,M,S,n,p,n,p,0,m,11,J,a,n
y,5000,18,z,n,n,M,M,n,p,n,p,0,m,10,S,a,n
y,5000,10,z,n,n,M,M,n,p,n,p,0,m,10,J,a,n
y,3000,19,z,n,n,M,S,n,p,n,p,0,m,8,S,a,n
y,5000,19,z,n,n,M,M,n,p,y,p,0,m,4,S,p,n
y,4000,14,z,n,n,M,S,n,p,n,p,0,m,9,J,p,n
y,3000,10,z,n,n,M,S,n,p,n,p,0,m,15,W,a,n
y,1000,16,z,n,n,M,M,n,p,n,p,0,m,18,V,a,n
y,3000,18,z,n,n,M,S,n,p,n,p,0,m,22,V,a,s
y,3000,11,z,n,n,M,S,n,p,n,p,0,m,6,J,p,n
y,1000,10,z,n,n,M,S,n,p,n,c,10,m,7,S,p,n
y,4000,15,z,n,n,M,S,n,p,n,p,0,m,4,V,a,e
y,5000,17,z,n,y,M,W,n,o,n,p,0,s,2,V,a,e
y,3000,19,z,n,n,M,M,n,p,n,p,0,s,38,J,a,n
y,1000,10,z,n,n,M,S,n,p,n,c,8,s,10,W,a,n
y,5000,15,z,n,n,F,S,n,p,n,p,0,m,8,J,a,e
y,5000,10,z,n,n,F,S,n,p,y,p,0,m,6,V,a,n
y,5000,12,z,n,n,M,M,n,p,n,p,0,m,18,V,a,n
y,3000,17,z,n,n,F,M,n,p,n,p,0,m,5,G,a,n
y,5000,15,z,n,y,F,M,n,p,n,p,0,m,4,V,a,e
y,2000,19,z,n,n,M,M,n,p,n,p,0,m,6,V,a,e
y,5000,51,z,n,n,F,M,n,p,y,p,0,m,35,G,a,n
y,3000,64,z,n,n,M,M,n,p,n,p,0,m,35,V,a,n
y,4000,67,z,n,n,M,M,n,p,n,p,0,m,8,V,p,n
y,4000,40,z,n,n,F,M,n,p,n,c,10,m,47,J,a,n
y,3000,58,z,n,n,M,M,n,p,y,p,0,s,12,P,a,n
y,4000,53,z,n,n,F,W,n,p,n,p,0,m,24,I,a,i
y,5000,48,z,n,n,F,M,n,p,n,c,16,m,30,V,a,n
y,5000,60,z,n,n,F,W,n,p,n,p,0,s,7,V,a,n
y,2000,54,z,n,n,F,M,n,p,y,p,0,m,4,G,a,n
y,5000,61,z,n,n,M,D,y,p,n,p,0,m,2,V,a,n
y,5000,45,z,n,n,F,M,n,p,n,p,0,s,19,H,a,n
y,1000,40,z,n,n,F,M,n,p,n,p,0,m,20,V,a,e
y,5000,54,z,n,n,F,W,y,p,n,p,0,s,10,V,a,n
y,5000,29,z,n,n,M,M,n,p,n,c,4,m,19,V,p,n
y,3000,26,z,n,n,F,M,n,p,y,c,4,m,25,V,a,e
y,5000,24,z,n,n,F,M,n,p,n,p,0,m,13,G,p,n
y,5000,31,z,n,n,F,M,n,p,n,c,30,m,11,J,a,n
y,1000,38,z,n,n,F,M,n,p,n,p,0,m,8,V,a,n
y,5000,20,z,n,n,F,M,n,p,n,c,20,m,0,S,v,n
y,3000,34,z,n,n,M,M,n,p,n,p,0,m,11,V,p,n
y,5000,29,z,n,n,M,M,n,p,n,c,10,m,13,V,a,e
y,3000,39,z,n,n,M,M,n,p,n,p,0,m,52,V,a,h
y,2000,33,z,n,n,M,M,n,p,n,p,0,m,60,V,a,n
y,2000,31,z,n,n,F,M,n,p,n,p,0,m,2,H,a,i
y,5000,20,z,n,n,F,M,n,p,n,c,10,m,3,G,a,n
y,5000,20,z,n,n,M,M,n,p,n,c,20,m,3,V,a,n
y,5000,25,z,n,n,F,M,n,p,n,p,0,m,8,V,a,n
y,3000,30,z,n,n,F,M,n,p,y,p,0,m,16,V,v,n
y,4000,34,z,n,n,M,M,n,p,y,c,14,m,15,V,a,n
y,5000,25,z,n,n,F,M,n,p,n,c,10,m,5,V,a,n
y,1000,30,z,n,n,M,M,n,p,y,p,0,m,9,V,a,n
y,5000,24,z,n,n,F,M,n,p,n,p,0,m,0,V,a,n
y,3000,28,z,n,n,F,M,n,p,n,p,0,m,19,A,a,n
y,5000,22,z,n,n,M,M,n,p,n,p,0,s,63,J,p,e
y,4000,38,z,n,n,F,M,n,p,n,p,0,m,2,J,a,n
y,5000,29,z,n,n,M,M,n,p,n,p,0,m,4,V,p,n
y,1000,27,z,n,n,M,M,n,p,n,p,0,m,24,V,a,n
y,5000,21,z,n,n,F,S,n,p,n,p,0,m,4,G,p,e
y,3000,15,z,n,n,M,M,n,p,n,p,0,m,10,V,a,n
y,5000,19,z,n,n,M,M,n,p,y,c,2,m,36,J,a,n
y,5000,14,z,n,n,M,M,n,p,n,c,50,m,10,V,a,n
y,1000,15,z,n,n,M,M,n,p,y,c,20,m,1,J,a,h
y,3000,11,z,n,n,F,M,n,p,y,c,2,m,8,V,a,n
y,5000,12,z,n,n,F,M,n,p,n,p,0,m,9,V,a,n
y,4000,14,z,n,n,M,S,n,p,n,c,14,s,26,J,a,n
y,4000,10,z,n,n,F,M,n,p,n,c,4,s,15,P,a,n
y,3000,15,z,n,n,M,M,n,p,n,c,14,m,67,V,a,n
y,3000,17,z,n,n,F,S,n,p,n,p,0,s,30,V,a,n
y,3000,15,z,n,n,M,S,n,p,n,c,6,s,24,V,v,n
y,4000,11,z,n,n,M,M,n,p,n,p,0,m,73,J,p,n
y,5000,15,z,n,n,F,S,n,p,y,c,10,s,34,P,a,n
y,5000,42,z,n,n,F,S,n,p,n,c,40,m,7,K,p,n
y,5000,24,z,n,n,F,S,n,p,n,p,0,m,1,V,a,n
y,5000,15,z,n,n,M,S,n,p,n,p,0,m,8,J,a,e
y,5000,17,z,n,n,M,S,n,p,n,p,0,m,7,V,a,n
y,3000,53,z,n,n,M,M,n,p,y,c,14,m,19,J,a,n
y,4000,41,z,n,n,M,M,n,p,n,c,10,m,14,V,a,n
y,4000,45,z,n,n,M,S,n,p,n,c,40,s,6,W,v,n
y,3000,49,z,n,n,F,S,n,p,n,p,0,s,3,V,a,n
y,5000,52,z,n,n,F,M,n,p,n,p,0,m,3,J,a,n
y,5000,54,z,n,n,M,S,n,p,n,p,0,m,1,V,a,n
y,1000,46,z,n,n,F,S,n,p,n,p,0,s,1,V,a,n
y,4000,44,z,n,n,F,S,n,p,n,p,0,s,35,V,a,n
y,4000,44,z,n,n,M,S,n,p,n,p,0,m,26,V,a,n
y,1000,57,z,n,n,F,S,y,p,y,p,0,s,26,J,a,n
y,3000,45,z,n,n,F,S,n,p,y,p,0,m,19,V,a,n
y,1000,49,z,n,n,M,M,n,p,n,p,0,s,25,V,a,n
y,5000,49,z,n,n,M,M,n,p,n,p,0,m,24,V,a,n
y,4000,41,z,n,n,F,M,n,p,n,p,0,m,24,V,a,n
y,3000,47,z,n,n,M,M,n,p,n,p,0,m,22,I,a,e
y,5000,41,z,n,n,M,M,n,p,n,p,0,m,22,J,a,n
y,4000,45,z,n,n,M,M,n,p,n,p,0,m,16,V,a,n
y,4000,61,z,n,n,F,S,y,p,n,p,0,s,16,D,a,n
y,3000,64,z,n,n,M,S,n,p,n,p,0,s,7,V,a,n
y,5000,49,z,n,n,F,S,n,p,n,p,0,s,5,J,a,n
y,5000,57,z,n,n,M,S,n,p,n,p,0,s,5,J,a,n
y,5000,64,z,n,n,F,M,n,p,n,p,0,s,4,P,a,n
y,5000,45,z,n,n,F,M,y,p,y,p,0,m,4,V,a,n
y,3000,49,z,n,n,M,M,y,p,y,p,0,m,4,W,a,n
y,5000,33,z,n,n,F,S,n,p,n,c,2,m,2,D,a,n
y,5000,21,z,n,n,M,M,n,p,n,c,10,m,1,J,a,n
y,3000,33,z,n,n,M,S,n,p,n,c,4,m,29,J,a,n
y,4000,24,z,n,n,F,S,n,p,n,c,10,s,27,V,a,n
y,5000,38,z,n,n,M,M,n,p,n,c,8,m,31,V,a,n
y,5000,37,z,n,n,M,M,n,p,y,c,50,m,64,V,a,n
y,4000,37,z,n,n,F,M,y,p,n,c,10,s,36,J,a,n
y,5000,37,z,n,n,F,S,n,p,n,c,4,s,26,S,a,n
y,2000,27,z,n,n,F,S,n,p,n,c,8,s,20,J,a,n
y,1000,30,z,n,n,M,M,n,p,n,c,18,m,16,P,a,n
y,3000,23,z,n,n,F,S,n,p,n,c,6,s,15,A,a,n
y,5000,33,z,n,n,M,M,n,p,n,c,20,m,11,W,a,n
y,4000,28,z,n,n,M,S,n,p,n,c,14,s,9,K,a,n
y,5000,32,z,n,n,F,S,n,p,n,c,40,s,4,G,a,n
y,5000,28,z,n,n,F,M,n,p,n,p,0,s,3,V,a,n
y,5000,39,z,n,n,M,M,n,p,y,p,0,m,2,V,a,n
y,4000,22,z,n,n,F,M,n,p,n,p,0,m,2,V,a,n
y,5000,35,z,n,n,M,S,n,p,y,p,0,s,5,V,a,n
y,4000,29,z,n,n,F,M,n,p,n,p,0,m,1,J,a,n
y,2000,31,z,n,n,F,S,n,p,n,p,0,s,29,V,a,n
y,5000,37,z,n,n,F,M,n,p,y,p,0,m,41,V,a,e
y,1000,31,z,n,n,M,M,n,p,n,p,0,m,28,J,a,n
y,4000,30,z,n,n,F,S,n,p,n,p,0,s,28,V,a,n
y,5000,36,z,n,n,M,M,n,p,n,p,0,m,28,J,a,n
y,1000,35,z,n,n,F,S,n,p,y,p,0,s,26,V,a,n
y,3000,24,z,n,n,F,M,n,p,n,p,0,m,41,J,a,n
y,5000,37,z,n,n,F,M,n,p,n,p,0,m,30,V,a,n
y,4000,34,z,n,n,F,S,n,p,n,p,0,s,37,V,a,n
y,2000,24,z,n,n,F,S,n,p,n,p,0,s,24,P,a,n
y,5000,33,z,n,n,F,M,n,p,y,p,0,m,23,V,a,n
y,5000,39,z,n,n,F,S,n,p,n,p,0,m,23,J,a,n
y,4000,24,z,n,n,F,M,n,p,n,p,0,s,21,V,a,n
y,2000,22,z,n,n,F,M,n,p,y,p,0,m,20,J,p,n
y,1000,37,z,n,n,F,S,n,p,n,p,0,m,20,V,a,n
y,3000,39,z,n,n,F,S,n,p,n,p,0,s,18,V,a,n
y,2000,22,z,n,n,F,M,n,p,y,p,0,m,17,V,a,n
y,4000,39,z,n,n,F,M,n,p,n,p,0,m,17,V,a,n
y,1000,25,z,n,n,F,M,n,p,n,p,0,s,17,S,a,n
y,5000,26,z,n,n,M,M,n,p,y,p,0,m,24,V,a,n
y,3000,20,z,n,n,M,M,n,p,n,p,0,m,37,V,a,s
y,4000,21,z,n,n,F,M,n,p,n,p,0,m,12,J,a,n
y,2000,21,z,n,n,F,M,n,p,n,p,0,m,11,V,a,n
y,4000,20,z,n,n,F,M,n,p,n,p,0,s,11,V,a,n
y,4000,29,z,n,n,M,M,n,p,y,p,0,m,11,P,a,n
y,4000,34,z,n,n,F,M,n,p,n,p,0,m,11,V,a,n
y,3000,35,z,n,n,F,M,n,p,n,p,0,m,9,V,a,n
y,2000,25,z,n,n,M,M,n,p,n,p,0,m,8,M,a,i
y,3000,39,z,n,n,F,M,n,p,n,p,0,m,7,J,a,e
y,5000,29,z,n,n,F,M,n,p,n,p,0,m,6,J,a,n
y,3000,33,z,n,n,F,M,n,p,n,p,0,s,6,G,a,n
y,3000,22,z,n,n,M,M,n,p,n,p,0,m,4,V,a,n
y,3000,14,z,n,n,M,M,n,p,n,c,16,m,2,V,a,n
y,3000,11,z,n,n,M,S,n,p,n,c,18,m,2,V,a,n
y,4000,14,z,n,n,F,M,n,p,y,c,40,m,1,P,a,n
y,5000,18,z,n,n,F,S,n,p,n,c,38,s,9,D,a,e
